Date,Year,Month,Day,YearMonth,Quarter,DayOfWeek,DayOfWeekName,WeekOfYear,IsWeekend,IsMonthStart,IsMonthEnd,IsQuarterStart,IsQuarterEnd,IsYearStart,IsYearEnd
2022-11-10,2022,11,10,2022-11,4,4,Thursday,45,False,False,False,False,False,False,False
2022-11-11,2022,11,11,2022-11,4,5,Friday,45,False,False,False,False,False,False,False
2022-11-12,2022,11,12,2022-11,4,6,Saturday,45,True,False,False,False,False,False,False
2022-11-13,2022,11,13,2022-11,4,7,Sunday,45,True,False,False,False,False,False,False
2022-11-14,2022,11,14,2022-11,4,1,Monday,46,False,False,False,False,False,False,False
2022-11-15,2022,11,15,2022-11,4,2,Tuesday,46,False,False,False,False,False,False,False
2022-11-16,2022,11,16,2022-11,4,3,Wednesday,46,False,False,False,False,False,False,False
2022-11-17,2022,11,17,2022-11,4,4,Thursday,46,False,False,False,False,False,False,False
2022-11-18,2022,11,18,2022-11,4,5,Friday,46,False,False,False,False,False,False,False
2022-11-19,2022,11,19,2022-11,4,6,Saturday,46,True,False,False,False,False,False,False
2022-11-20,2022,11,20,2022-11,4,7,Sunday,46,True,False,False,False,False,False,False
2022-11-21,2022,11,21,2022-11,4,1,Monday,47,False,False,False,False,False,False,False
2022-11-22,2022,11,22,2022-11,4,2,Tuesday,47,False,False,False,False,False,False,False
2022-11-23,2022,11,23,2022-11,4,3,Wednesday,47,False,False,False,False,False,False,False
2022-11-24,2022,11,24,2022-11,4,4,Thursday,47,False,False,False,False,False,False,False
2022-11-25,2022,11,25,2022-11,4,5,Friday,47,False,False,False,False,False,False,False
2022-11-26,2022,11,26,2022-11,4,6,Saturday,47,True,False,False,False,False,False,False
2022-11-27,2022,11,27,2022-11,4,7,Sunday,47,True,False,False,False,False,False,False
2022-11-28,2022,11,28,2022-11,4,1,Monday,48,False,False,False,False,False,False,False
2022-11-29,2022,11,29,2022-11,4,2,Tuesday,48,False,False,False,False,False,False,False
2022-11-30,2022,11,30,2022-11,4,3,Wednesday,48,False,False,True,False,False,False,False
2022-12-01,2022,12,1,2022-12,4,4,Thursday,48,False,True,False,False,False,False,False
2022-12-02,2022,12,2,2022-12,4,5,Friday,48,False,False,False,False,False,False,False
2022-12-03,2022,12,3,2022-12,4,6,Saturday,48,True,False,False,False,False,False,False
2022-12-04,2022,12,4,2022-12,4,7,Sunday,48,True,False,False,False,False,False,False
2022-12-05,2022,12,5,2022-12,4,1,Monday,49,False,False,False,False,False,False,False
2022-12-06,2022,12,6,2022-12,4,2,Tuesday,49,False,False,False,False,False,False,False
2022-12-07,2022,12,7,2022-12,4,3,Wednesday,49,False,False,False,False,False,False,False
2022-12-08,2022,12,8,2022-12,4,4,Thursday,49,False,False,False,False,False,False,False
2022-12-09,2022,12,9,2022-12,4,5,Friday,49,False,False,False,False,False,False,False
2022-12-10,2022,12,10,2022-12,4,6,Saturday,49,True,False,False,False,False,False,False
2022-12-11,2022,12,11,2022-12,4,7,Sunday,49,True,False,False,False,False,False,False
2022-12-12,2022,12,12,2022-12,4,1,Monday,50,False,False,False,False,False,False,False
2022-12-13,2022,12,13,2022-12,4,2,Tuesday,50,False,False,False,False,False,False,False
2022-12-14,2022,12,14,2022-12,4,3,Wednesday,50,False,False,False,False,False,False,False
2022-12-15,2022,12,15,2022-12,4,4,Thursday,50,False,False,False,False,False,False,False
2022-12-16,2022,12,16,2022-12,4,5,Friday,50,False,False,False,False,False,False,False
2022-12-17,2022,12,17,2022-12,4,6,Saturday,50,True,False,False,False,False,False,False
2022-12-18,2022,12,18,2022-12,4,7,Sunday,50,True,False,False,False,False,False,False
2022-12-19,2022,12,19,2022-12,4,1,Monday,51,False,False,False,False,False,False,False
2022-12-20,2022,12,20,2022-12,4,2,Tuesday,51,False,False,False,False,False,False,False
2022-12-21,2022,12,21,2022-12,4,3,Wednesday,51,False,False,False,False,False,False,False
2022-12-22,2022,12,22,2022-12,4,4,Thursday,51,False,False,False,False,False,False,False
2022-12-23,2022,12,23,2022-12,4,5,Friday,51,False,False,False,False,False,False,False
2022-12-24,2022,12,24,2022-12,4,6,Saturday,51,True,False,False,False,False,False,False
2022-12-25,2022,12,25,2022-12,4,7,Sunday,51,True,False,False,False,False,False,False
2022-12-26,2022,12,26,2022-12,4,1,Monday,52,False,False,False,False,False,False,False
2022-12-27,2022,12,27,2022-12,4,2,Tuesday,52,False,False,False,False,False,False,False
2022-12-28,2022,12,28,2022-12,4,3,Wednesday,52,False,False,False,False,False,False,False
2022-12-29,2022,12,29,2022-12,4,4,Thursday,52,False,False,False,False,False,False,False
2022-12-30,2022,12,30,2022-12,4,5,Friday,52,False,False,False,False,False,False,False
2022-12-31,2022,12,31,2022-12,4,6,Saturday,52,True,False,True,False,True,False,True
2023-01-01,2023,1,1,2023-01,1,7,Sunday,52,True,True,False,True,False,True,False
2023-01-02,2023,1,2,2023-01,1,1,Monday,1,False,False,False,False,False,False,False
2023-01-03,2023,1,3,2023-01,1,2,Tuesday,1,False,False,False,False,False,False,False
2023-01-04,2023,1,4,2023-01,1,3,Wednesday,1,False,False,False,False,False,False,False
2023-01-05,2023,1,5,2023-01,1,4,Thursday,1,False,False,False,False,False,False,False
2023-01-06,2023,1,6,2023-01,1,5,Friday,1,False,False,False,False,False,False,False
2023-01-07,2023,1,7,2023-01,1,6,Saturday,1,True,False,False,False,False,False,False
2023-01-08,2023,1,8,2023-01,1,7,Sunday,1,True,False,False,False,False,False,False
2023-01-09,2023,1,9,2023-01,1,1,Monday,2,False,False,False,False,False,False,False
2023-01-10,2023,1,10,2023-01,1,2,Tuesday,2,False,False,False,False,False,False,False
2023-01-11,2023,1,11,2023-01,1,3,Wednesday,2,False,False,False,False,False,False,False
2023-01-12,2023,1,12,2023-01,1,4,Thursday,2,False,False,False,False,False,False,False
2023-01-13,2023,1,13,2023-01,1,5,Friday,2,False,False,False,False,False,False,False
2023-01-14,2023,1,14,2023-01,1,6,Saturday,2,True,False,False,False,False,False,False
2023-01-15,2023,1,15,2023-01,1,7,Sunday,2,True,False,False,False,False,False,False
2023-01-16,2023,1,16,2023-01,1,1,Monday,3,False,False,False,False,False,False,False
2023-01-17,2023,1,17,2023-01,1,2,Tuesday,3,False,False,False,False,False,False,False
2023-01-18,2023,1,18,2023-01,1,3,Wednesday,3,False,False,False,False,False,False,False
2023-01-19,2023,1,19,2023-01,1,4,Thursday,3,False,False,False,False,False,False,False
2023-01-20,2023,1,20,2023-01,1,5,Friday,3,False,False,False,False,False,False,False
2023-01-21,2023,1,21,2023-01,1,6,Saturday,3,True,False,False,False,False,False,False
2023-01-22,2023,1,22,2023-01,1,7,Sunday,3,True,False,False,False,False,False,False
2023-01-23,2023,1,23,2023-01,1,1,Monday,4,False,False,False,False,False,False,False
2023-01-24,2023,1,24,2023-01,1,2,Tuesday,4,False,False,False,False,False,False,False
2023-01-25,2023,1,25,2023-01,1,3,Wednesday,4,False,False,False,False,False,False,False
2023-01-26,2023,1,26,2023-01,1,4,Thursday,4,False,False,False,False,False,False,False
2023-01-27,2023,1,27,2023-01,1,5,Friday,4,False,False,False,False,False,False,False
2023-01-28,2023,1,28,2023-01,1,6,Saturday,4,True,False,False,False,False,False,False
2023-01-29,2023,1,29,2023-01,1,7,Sunday,4,True,False,False,False,False,False,False
2023-01-30,2023,1,30,2023-01,1,1,Monday,5,False,False,False,False,False,False,False
2023-01-31,2023,1,31,2023-01,1,2,Tuesday,5,False,False,True,False,False,False,False
2023-02-01,2023,2,1,2023-02,1,3,Wednesday,5,False,True,False,False,False,False,False
2023-02-02,2023,2,2,2023-02,1,4,Thursday,5,False,False,False,False,False,False,False
2023-02-03,2023,2,3,2023-02,1,5,Friday,5,False,False,False,False,False,False,False
2023-02-04,2023,2,4,2023-02,1,6,Saturday,5,True,False,False,False,False,False,False
2023-02-05,2023,2,5,2023-02,1,7,Sunday,5,True,False,False,False,False,False,False
2023-02-06,2023,2,6,2023-02,1,1,Monday,6,False,False,False,False,False,False,False
2023-02-07,2023,2,7,2023-02,1,2,Tuesday,6,False,False,False,False,False,False,False
2023-02-08,2023,2,8,2023-02,1,3,Wednesday,6,False,False,False,False,False,False,False
2023-02-09,2023,2,9,2023-02,1,4,Thursday,6,False,False,False,False,False,False,False
2023-02-10,2023,2,10,2023-02,1,5,Friday,6,False,False,False,False,False,False,False
2023-02-11,2023,2,11,2023-02,1,6,Saturday,6,True,False,False,False,False,False,False
2023-02-12,2023,2,12,2023-02,1,7,Sunday,6,True,False,False,False,False,False,False
2023-02-13,2023,2,13,2023-02,1,1,Monday,7,False,False,False,False,False,False,False
2023-02-14,2023,2,14,2023-02,1,2,Tuesday,7,False,False,False,False,False,False,False
2023-02-15,2023,2,15,2023-02,1,3,Wednesday,7,False,False,False,False,False,False,False
2023-02-16,2023,2,16,2023-02,1,4,Thursday,7,False,False,False,False,False,False,False
2023-02-17,2023,2,17,2023-02,1,5,Friday,7,False,False,False,False,False,False,False
2023-02-18,2023,2,18,2023-02,1,6,Saturday,7,True,False,False,False,False,False,False
2023-02-19,2023,2,19,2023-02,1,7,Sunday,7,True,False,False,False,False,False,False
2023-02-20,2023,2,20,2023-02,1,1,Monday,8,False,False,False,False,False,False,False
2023-02-21,2023,2,21,2023-02,1,2,Tuesday,8,False,False,False,False,False,False,False
2023-02-22,2023,2,22,2023-02,1,3,Wednesday,8,False,False,False,False,False,False,False
2023-02-23,2023,2,23,2023-02,1,4,Thursday,8,False,False,False,False,False,False,False
2023-02-24,2023,2,24,2023-02,1,5,Friday,8,False,False,False,False,False,False,False
2023-02-25,2023,2,25,2023-02,1,6,Saturday,8,True,False,False,False,False,False,False
2023-02-26,2023,2,26,2023-02,1,7,Sunday,8,True,False,False,False,False,False,False
2023-02-27,2023,2,27,2023-02,1,1,Monday,9,False,False,False,False,False,False,False
2023-02-28,2023,2,28,2023-02,1,2,Tuesday,9,False,False,True,False,False,False,False
2023-03-01,2023,3,1,2023-03,1,3,Wednesday,9,False,True,False,False,False,False,False
2023-03-02,2023,3,2,2023-03,1,4,Thursday,9,False,False,False,False,False,False,False
2023-03-03,2023,3,3,2023-03,1,5,Friday,9,False,False,False,False,False,False,False
2023-03-04,2023,3,4,2023-03,1,6,Saturday,9,True,False,False,False,False,False,False
2023-03-05,2023,3,5,2023-03,1,7,Sunday,9,True,False,False,False,False,False,False
2023-03-06,2023,3,6,2023-03,1,1,Monday,10,False,False,False,False,False,False,False
2023-03-07,2023,3,7,2023-03,1,2,Tuesday,10,False,False,False,False,False,False,False
2023-03-08,2023,3,8,2023-03,1,3,Wednesday,10,False,False,False,False,False,False,False
2023-03-09,2023,3,9,2023-03,1,4,Thursday,10,False,False,False,False,False,False,False
2023-03-10,2023,3,10,2023-03,1,5,Friday,10,False,False,False,False,False,False,False
2023-03-11,2023,3,11,2023-03,1,6,Saturday,10,True,False,False,False,False,False,False
2023-03-12,2023,3,12,2023-03,1,7,Sunday,10,True,False,False,False,False,False,False
2023-03-13,2023,3,13,2023-03,1,1,Monday,11,False,False,False,False,False,False,False
2023-03-14,2023,3,14,2023-03,1,2,Tuesday,11,False,False,False,False,False,False,False
2023-03-15,2023,3,15,2023-03,1,3,Wednesday,11,False,False,False,False,False,False,False
2023-03-16,2023,3,16,2023-03,1,4,Thursday,11,False,False,False,False,False,False,False
2023-03-17,2023,3,17,2023-03,1,5,Friday,11,False,False,False,False,False,False,False
2023-03-18,2023,3,18,2023-03,1,6,Saturday,11,True,False,False,False,False,False,False
2023-03-19,2023,3,19,2023-03,1,7,Sunday,11,True,False,False,False,False,False,False
2023-03-20,2023,3,20,2023-03,1,1,Monday,12,False,False,False,False,False,False,False
2023-03-21,2023,3,21,2023-03,1,2,Tuesday,12,False,False,False,False,False,False,False
2023-03-22,2023,3,22,2023-03,1,3,Wednesday,12,False,False,False,False,False,False,False
2023-03-23,2023,3,23,2023-03,1,4,Thursday,12,False,False,False,False,False,False,False
2023-03-24,2023,3,24,2023-03,1,5,Friday,12,False,False,False,False,False,False,False
2023-03-25,2023,3,25,2023-03,1,6,Saturday,12,True,False,False,False,False,False,False
2023-03-26,2023,3,26,2023-03,1,7,Sunday,12,True,False,False,False,False,False,False
2023-03-27,2023,3,27,2023-03,1,1,Monday,13,False,False,False,False,False,False,False
2023-03-28,2023,3,28,2023-03,1,2,Tuesday,13,False,False,False,False,False,False,False
2023-03-29,2023,3,29,2023-03,1,3,Wednesday,13,False,False,False,False,False,False,False
2023-03-30,2023,3,30,2023-03,1,4,Thursday,13,False,False,False,False,False,False,False
2023-03-31,2023,3,31,2023-03,1,5,Friday,13,False,False,True,False,True,False,False
2023-04-01,2023,4,1,2023-04,2,6,Saturday,13,True,True,False,True,False,False,False
2023-04-02,2023,4,2,2023-04,2,7,Sunday,13,True,False,False,False,False,False,False
2023-04-03,2023,4,3,2023-04,2,1,Monday,14,False,False,False,False,False,False,False
2023-04-04,2023,4,4,2023-04,2,2,Tuesday,14,False,False,False,False,False,False,False
2023-04-05,2023,4,5,2023-04,2,3,Wednesday,14,False,False,False,False,False,False,False
2023-04-06,2023,4,6,2023-04,2,4,Thursday,14,False,False,False,False,False,False,False
2023-04-07,2023,4,7,2023-04,2,5,Friday,14,False,False,False,False,False,False,False
2023-04-08,2023,4,8,2023-04,2,6,Saturday,14,True,False,False,False,False,False,False
2023-04-09,2023,4,9,2023-04,2,7,Sunday,14,True,False,False,False,False,False,False
2023-04-10,2023,4,10,2023-04,2,1,Monday,15,False,False,False,False,False,False,False
2023-04-11,2023,4,11,2023-04,2,2,Tuesday,15,False,False,False,False,False,False,False
2023-04-12,2023,4,12,2023-04,2,3,Wednesday,15,False,False,False,False,False,False,False
2023-04-13,2023,4,13,2023-04,2,4,Thursday,15,False,False,False,False,False,False,False
2023-04-14,2023,4,14,2023-04,2,5,Friday,15,False,False,False,False,False,False,False
2023-04-15,2023,4,15,2023-04,2,6,Saturday,15,True,False,False,False,False,False,False
2023-04-16,2023,4,16,2023-04,2,7,Sunday,15,True,False,False,False,False,False,False
2023-04-17,2023,4,17,2023-04,2,1,Monday,16,False,False,False,False,False,False,False
2023-04-18,2023,4,18,2023-04,2,2,Tuesday,16,False,False,False,False,False,False,False
2023-04-19,2023,4,19,2023-04,2,3,Wednesday,16,False,False,False,False,False,False,False
2023-04-20,2023,4,20,2023-04,2,4,Thursday,16,False,False,False,False,False,False,False
2023-04-21,2023,4,21,2023-04,2,5,Friday,16,False,False,False,False,False,False,False
2023-04-22,2023,4,22,2023-04,2,6,Saturday,16,True,False,False,False,False,False,False
2023-04-23,2023,4,23,2023-04,2,7,Sunday,16,True,False,False,False,False,False,False
2023-04-24,2023,4,24,2023-04,2,1,Monday,17,False,False,False,False,False,False,False
2023-04-25,2023,4,25,2023-04,2,2,Tuesday,17,False,False,False,False,False,False,False
2023-04-26,2023,4,26,2023-04,2,3,Wednesday,17,False,False,False,False,False,False,False
2023-04-27,2023,4,27,2023-04,2,4,Thursday,17,False,False,False,False,False,False,False
2023-04-28,2023,4,28,2023-04,2,5,Friday,17,False,False,False,False,False,False,False
2023-04-29,2023,4,29,2023-04,2,6,Saturday,17,True,False,False,False,False,False,False
2023-04-30,2023,4,30,2023-04,2,7,Sunday,17,True,False,True,False,False,False,False
2023-05-01,2023,5,1,2023-05,2,1,Monday,18,False,True,False,False,False,False,False
2023-05-02,2023,5,2,2023-05,2,2,Tuesday,18,False,False,False,False,False,False,False
2023-05-03,2023,5,3,2023-05,2,3,Wednesday,18,False,False,False,False,False,False,False
2023-05-04,2023,5,4,2023-05,2,4,Thursday,18,False,False,False,False,False,False,False
2023-05-05,2023,5,5,2023-05,2,5,Friday,18,False,False,False,False,False,False,False
2023-05-06,2023,5,6,2023-05,2,6,Saturday,18,True,False,False,False,False,False,False
2023-05-07,2023,5,7,2023-05,2,7,Sunday,18,True,False,False,False,False,False,False
2023-05-08,2023,5,8,2023-05,2,1,Monday,19,False,False,False,False,False,False,False
2023-05-09,2023,5,9,2023-05,2,2,Tuesday,19,False,False,False,False,False,False,False
2023-05-10,2023,5,10,2023-05,2,3,Wednesday,19,False,False,False,False,False,False,False
2023-05-11,2023,5,11,2023-05,2,4,Thursday,19,False,False,False,False,False,False,False
2023-05-12,2023,5,12,2023-05,2,5,Friday,19,False,False,False,False,False,False,False
2023-05-13,2023,5,13,2023-05,2,6,Saturday,19,True,False,False,False,False,False,False
2023-05-14,2023,5,14,2023-05,2,7,Sunday,19,True,False,False,False,False,False,False
2023-05-15,2023,5,15,2023-05,2,1,Monday,20,False,False,False,False,False,False,False
2023-05-16,2023,5,16,2023-05,2,2,Tuesday,20,False,False,False,False,False,False,False
2023-05-17,2023,5,17,2023-05,2,3,Wednesday,20,False,False,False,False,False,False,False
2023-05-18,2023,5,18,2023-05,2,4,Thursday,20,False,False,False,False,False,False,False
2023-05-19,2023,5,19,2023-05,2,5,Friday,20,False,False,False,False,False,False,False
2023-05-20,2023,5,20,2023-05,2,6,Saturday,20,True,False,False,False,False,False,False
2023-05-21,2023,5,21,2023-05,2,7,Sunday,20,True,False,False,False,False,False,False
2023-05-22,2023,5,22,2023-05,2,1,Monday,21,False,False,False,False,False,False,False
2023-05-23,2023,5,23,2023-05,2,2,Tuesday,21,False,False,False,False,False,False,False
2023-05-24,2023,5,24,2023-05,2,3,Wednesday,21,False,False,False,False,False,False,False
2023-05-25,2023,5,25,2023-05,2,4,Thursday,21,False,False,False,False,False,False,False
2023-05-26,2023,5,26,2023-05,2,5,Friday,21,False,False,False,False,False,False,False
2023-05-27,2023,5,27,2023-05,2,6,Saturday,21,True,False,False,False,False,False,False
2023-05-28,2023,5,28,2023-05,2,7,Sunday,21,True,False,False,False,False,False,False
2023-05-29,2023,5,29,2023-05,2,1,Monday,22,False,False,False,False,False,False,False
2023-05-30,2023,5,30,2023-05,2,2,Tuesday,22,False,False,False,False,False,False,False
2023-05-31,2023,5,31,2023-05,2,3,Wednesday,22,False,False,True,False,False,False,False
2023-06-01,2023,6,1,2023-06,2,4,Thursday,22,False,True,False,False,False,False,False
2023-06-02,2023,6,2,2023-06,2,5,Friday,22,False,False,False,False,False,False,False
2023-06-03,2023,6,3,2023-06,2,6,Saturday,22,True,False,False,False,False,False,False
2023-06-04,2023,6,4,2023-06,2,7,Sunday,22,True,False,False,False,False,False,False
2023-06-05,2023,6,5,2023-06,2,1,Monday,23,False,False,False,False,False,False,False
2023-06-06,2023,6,6,2023-06,2,2,Tuesday,23,False,False,False,False,False,False,False
2023-06-07,2023,6,7,2023-06,2,3,Wednesday,23,False,False,False,False,False,False,False
2023-06-08,2023,6,8,2023-06,2,4,Thursday,23,False,False,False,False,False,False,False
2023-06-09,2023,6,9,2023-06,2,5,Friday,23,False,False,False,False,False,False,False
2023-06-10,2023,6,10,2023-06,2,6,Saturday,23,True,False,False,False,False,False,False
2023-06-11,2023,6,11,2023-06,2,7,Sunday,23,True,False,False,False,False,False,False
2023-06-12,2023,6,12,2023-06,2,1,Monday,24,False,False,False,False,False,False,False
2023-06-13,2023,6,13,2023-06,2,2,Tuesday,24,False,False,False,False,False,False,False
2023-06-14,2023,6,14,2023-06,2,3,Wednesday,24,False,False,False,False,False,False,False
2023-06-15,2023,6,15,2023-06,2,4,Thursday,24,False,False,False,False,False,False,False
2023-06-16,2023,6,16,2023-06,2,5,Friday,24,False,False,False,False,False,False,False
2023-06-17,2023,6,17,2023-06,2,6,Saturday,24,True,False,False,False,False,False,False
2023-06-18,2023,6,18,2023-06,2,7,Sunday,24,True,False,False,False,False,False,False
2023-06-19,2023,6,19,2023-06,2,1,Monday,25,False,False,False,False,False,False,False
2023-06-20,2023,6,20,2023-06,2,2,Tuesday,25,False,False,False,False,False,False,False
2023-06-21,2023,6,21,2023-06,2,3,Wednesday,25,False,False,False,False,False,False,False
2023-06-22,2023,6,22,2023-06,2,4,Thursday,25,False,False,False,False,False,False,False
2023-06-23,2023,6,23,2023-06,2,5,Friday,25,False,False,False,False,False,False,False
2023-06-24,2023,6,24,2023-06,2,6,Saturday,25,True,False,False,False,False,False,False
2023-06-25,2023,6,25,2023-06,2,7,Sunday,25,True,False,False,False,False,False,False
2023-06-26,2023,6,26,2023-06,2,1,Monday,26,False,False,False,False,False,False,False
2023-06-27,2023,6,27,2023-06,2,2,Tuesday,26,False,False,False,False,False,False,False
2023-06-28,2023,6,28,2023-06,2,3,Wednesday,26,False,False,False,False,False,False,False
2023-06-29,2023,6,29,2023-06,2,4,Thursday,26,False,False,False,False,False,False,False
2023-06-30,2023,6,30,2023-06,2,5,Friday,26,False,False,True,False,True,False,False
2023-07-01,2023,7,1,2023-07,3,6,Saturday,26,True,True,False,True,False,False,False
2023-07-02,2023,7,2,2023-07,3,7,Sunday,26,True,False,False,False,False,False,False
2023-07-03,2023,7,3,2023-07,3,1,Monday,27,False,False,False,False,False,False,False
2023-07-04,2023,7,4,2023-07,3,2,Tuesday,27,False,False,False,False,False,False,False
2023-07-05,2023,7,5,2023-07,3,3,Wednesday,27,False,False,False,False,False,False,False
2023-07-06,2023,7,6,2023-07,3,4,Thursday,27,False,False,False,False,False,False,False
2023-07-07,2023,7,7,2023-07,3,5,Friday,27,False,False,False,False,False,False,False
2023-07-08,2023,7,8,2023-07,3,6,Saturday,27,True,False,False,False,False,False,False
2023-07-09,2023,7,9,2023-07,3,7,Sunday,27,True,False,False,False,False,False,False
2023-07-10,2023,7,10,2023-07,3,1,Monday,28,False,False,False,False,False,False,False
2023-07-11,2023,7,11,2023-07,3,2,Tuesday,28,False,False,False,False,False,False,False
2023-07-12,2023,7,12,2023-07,3,3,Wednesday,28,False,False,False,False,False,False,False
2023-07-13,2023,7,13,2023-07,3,4,Thursday,28,False,False,False,False,False,False,False
2023-07-14,2023,7,14,2023-07,3,5,Friday,28,False,False,False,False,False,False,False
2023-07-15,2023,7,15,2023-07,3,6,Saturday,28,True,False,False,False,False,False,False
2023-07-16,2023,7,16,2023-07,3,7,Sunday,28,True,False,False,False,False,False,False
2023-07-17,2023,7,17,2023-07,3,1,Monday,29,False,False,False,False,False,False,False
2023-07-18,2023,7,18,2023-07,3,2,Tuesday,29,False,False,False,False,False,False,False
2023-07-19,2023,7,19,2023-07,3,3,Wednesday,29,False,False,False,False,False,False,False
2023-07-20,2023,7,20,2023-07,3,4,Thursday,29,False,False,False,False,False,False,False
2023-07-21,2023,7,21,2023-07,3,5,Friday,29,False,False,False,False,False,False,False
2023-07-22,2023,7,22,2023-07,3,6,Saturday,29,True,False,False,False,False,False,False
2023-07-23,2023,7,23,2023-07,3,7,Sunday,29,True,False,False,False,False,False,False
2023-07-24,2023,7,24,2023-07,3,1,Monday,30,False,False,False,False,False,False,False
2023-07-25,2023,7,25,2023-07,3,2,Tuesday,30,False,False,False,False,False,False,False
2023-07-26,2023,7,26,2023-07,3,3,Wednesday,30,False,False,False,False,False,False,False
2023-07-27,2023,7,27,2023-07,3,4,Thursday,30,False,False,False,False,False,False,False
2023-07-28,2023,7,28,2023-07,3,5,Friday,30,False,False,False,False,False,False,False
2023-07-29,2023,7,29,2023-07,3,6,Saturday,30,True,False,False,False,False,False,False
2023-07-30,2023,7,30,2023-07,3,7,Sunday,30,True,False,False,False,False,False,False
2023-07-31,2023,7,31,2023-07,3,1,Monday,31,False,False,True,False,False,False,False
2023-08-01,2023,8,1,2023-08,3,2,Tuesday,31,False,True,False,False,False,False,False
2023-08-02,2023,8,2,2023-08,3,3,Wednesday,31,False,False,False,False,False,False,False
2023-08-03,2023,8,3,2023-08,3,4,Thursday,31,False,False,False,False,False,False,False
2023-08-04,2023,8,4,2023-08,3,5,Friday,31,False,False,False,False,False,False,False
2023-08-05,2023,8,5,2023-08,3,6,Saturday,31,True,False,False,False,False,False,False
2023-08-06,2023,8,6,2023-08,3,7,Sunday,31,True,False,False,False,False,False,False
2023-08-07,2023,8,7,2023-08,3,1,Monday,32,False,False,False,False,False,False,False
2023-08-08,2023,8,8,2023-08,3,2,Tuesday,32,False,False,False,False,False,False,False
2023-08-09,2023,8,9,2023-08,3,3,Wednesday,32,False,False,False,False,False,False,False
2023-08-10,2023,8,10,2023-08,3,4,Thursday,32,False,False,False,False,False,False,False
2023-08-11,2023,8,11,2023-08,3,5,Friday,32,False,False,False,False,False,False,False
2023-08-12,2023,8,12,2023-08,3,6,Saturday,32,True,False,False,False,False,False,False
2023-08-13,2023,8,13,2023-08,3,7,Sunday,32,True,False,False,False,False,False,False
2023-08-14,2023,8,14,2023-08,3,1,Monday,33,False,False,False,False,False,False,False
2023-08-15,2023,8,15,2023-08,3,2,Tuesday,33,False,False,False,False,False,False,False
2023-08-16,2023,8,16,2023-08,3,3,Wednesday,33,False,False,False,False,False,False,False
2023-08-17,2023,8,17,2023-08,3,4,Thursday,33,False,False,False,False,False,False,False
2023-08-18,2023,8,18,2023-08,3,5,Friday,33,False,False,False,False,False,False,False
2023-08-19,2023,8,19,2023-08,3,6,Saturday,33,True,False,False,False,False,False,False
2023-08-20,2023,8,20,2023-08,3,7,Sunday,33,True,False,False,False,False,False,False
2023-08-21,2023,8,21,2023-08,3,1,Monday,34,False,False,False,False,False,False,False
2023-08-22,2023,8,22,2023-08,3,2,Tuesday,34,False,False,False,False,False,False,False
2023-08-23,2023,8,23,2023-08,3,3,Wednesday,34,False,False,False,False,False,False,False
2023-08-24,2023,8,24,2023-08,3,4,Thursday,34,False,False,False,False,False,False,False
2023-08-25,2023,8,25,2023-08,3,5,Friday,34,False,False,False,False,False,False,False
2023-08-26,2023,8,26,2023-08,3,6,Saturday,34,True,False,False,False,False,False,False
2023-08-27,2023,8,27,2023-08,3,7,Sunday,34,True,False,False,False,False,False,False
2023-08-28,2023,8,28,2023-08,3,1,Monday,35,False,False,False,False,False,False,False
2023-08-29,2023,8,29,2023-08,3,2,Tuesday,35,False,False,False,False,False,False,False
2023-08-30,2023,8,30,2023-08,3,3,Wednesday,35,False,False,False,False,False,False,False
2023-08-31,2023,8,31,2023-08,3,4,Thursday,35,False,False,True,False,False,False,False
2023-09-01,2023,9,1,2023-09,3,5,Friday,35,False,True,False,False,False,False,False
2023-09-02,2023,9,2,2023-09,3,6,Saturday,35,True,False,False,False,False,False,False
2023-09-03,2023,9,3,2023-09,3,7,Sunday,35,True,False,False,False,False,False,False
2023-09-04,2023,9,4,2023-09,3,1,Monday,36,False,False,False,False,False,False,False
2023-09-05,2023,9,5,2023-09,3,2,Tuesday,36,False,False,False,False,False,False,False
2023-09-06,2023,9,6,2023-09,3,3,Wednesday,36,False,False,False,False,False,False,False
2023-09-07,2023,9,7,2023-09,3,4,Thursday,36,False,False,False,False,False,False,False
2023-09-08,2023,9,8,2023-09,3,5,Friday,36,False,False,False,False,False,False,False
2023-09-09,2023,9,9,2023-09,3,6,Saturday,36,True,False,False,False,False,False,False
2023-09-10,2023,9,10,2023-09,3,7,Sunday,36,True,False,False,False,False,False,False
2023-09-11,2023,9,11,2023-09,3,1,Monday,37,False,False,False,False,False,False,False
2023-09-12,2023,9,12,2023-09,3,2,Tuesday,37,False,False,False,False,False,False,False
2023-09-13,2023,9,13,2023-09,3,3,Wednesday,37,False,False,False,False,False,False,False
2023-09-14,2023,9,14,2023-09,3,4,Thursday,37,False,False,False,False,False,False,False
2023-09-15,2023,9,15,2023-09,3,5,Friday,37,False,False,False,False,False,False,False
2023-09-16,2023,9,16,2023-09,3,6,Saturday,37,True,False,False,False,False,False,False
2023-09-17,2023,9,17,2023-09,3,7,Sunday,37,True,False,False,False,False,False,False
2023-09-18,2023,9,18,2023-09,3,1,Monday,38,False,False,False,False,False,False,False
2023-09-19,2023,9,19,2023-09,3,2,Tuesday,38,False,False,False,False,False,False,False
2023-09-20,2023,9,20,2023-09,3,3,Wednesday,38,False,False,False,False,False,False,False
