Order,OrderItem,Product,Qty,Price,Sales,Currency
102929,5,P0355,9,14.0,126.0,EUR
102930,1,P0082,7,1098.9,7692.3,USD
102930,2,P0037,3,899.0,2697.0,EUR
102931,1,P0192,6,39.0,234.0,EUR
102931,2,P0161,4,39.0,156.0,EUR
102931,3,P0051,7,1079.0,7553.0,EUR
102931,4,P0248,5,42.9,214.5,USD
102931,5,P0089,4,769.0,3076.0,EUR
102932,1,P0234,10,37.4,374.0,USD
102932,2,P0375,1,34.0,34.0,EUR
102932,3,P0451,7,36.3,254.1,USD
102932,4,P0170,1,42.9,42.9,USD
102932,5,P0530,4,34.0,136.0,EUR
102933,1,P0293,7,29.0,203.0,EUR
102933,2,P0462,6,31.9,191.4,USD
102934,1,P0396,2,29.0,58.0,EUR
102934,2,P0480,1,29.0,29.0,EUR
102934,3,P0593,3,42.9,128.7,USD
102934,4,P0193,8,20.9,167.2,USD
102935,1,P0343,8,29.0,232.0,EUR
102935,2,P0191,5,31.9,159.5,USD
102935,3,P0595,1,48.4,48.4,USD
102935,4,P0574,9,42.9,386.1,USD
102936,1,P0582,8,44.0,352.0,EUR
102936,2,P0005,4,1340.9,5363.6,USD
102936,3,P0107,7,24.0,168.0,EUR
102936,4,P0327,8,14.0,112.0,EUR
102937,1,P0312,1,26.4,26.4,USD
102937,2,P0618,4,37.4,149.6,USD
102937,3,P0437,6,83.0,498.0,EUR
102937,4,P0497,7,42.9,300.3,USD
102938,1,P0548,8,48.4,387.2,USD
102938,2,P0078,2,1579.0,3158.0,EUR
102938,3,P0025,2,1049.0,2098.0,EUR
102938,4,P0380,3,24.0,72.0,EUR
102938,5,P0466,9,48.4,435.6,USD
102939,1,P0437,8,83.0,664.0,EUR
102940,1,P0006,1,1516.9,1516.9,USD
102940,2,P0555,5,44.0,220.0,EUR
102940,3,P0529,10,44.0,440.0,EUR
102940,4,P0269,4,24.0,96.0,EUR
102940,5,P0089,4,769.0,3076.0,EUR
102941,1,P0163,3,29.0,87.0,EUR
102941,2,P0149,3,29.0,87.0,EUR
102941,3,P0139,7,31.9,223.3,USD
102941,4,P0120,8,29.0,232.0,EUR
102942,1,P0295,6,37.4,224.4,USD
102942,2,P0386,9,39.0,351.0,EUR
102943,1,P0001,7,949.0,6643.0,EUR
102943,2,P0043,2,549.0,1098.0,EUR
102944,1,P0491,4,39.0,156.0,EUR
102944,2,P0342,6,23.1,138.6,USD
102945,1,P0172,4,39.0,156.0,EUR
102946,1,P0444,7,11.0,77.0,EUR
102946,2,P0138,5,31.9,159.5,USD
102946,3,P0272,5,17.6,88.0,USD
102946,4,P0064,2,438.9,877.8,USD
102946,5,P0201,7,18.0,126.0,EUR
102947,1,P0363,2,34.0,68.0,EUR
102947,2,P0258,2,21.0,42.0,EUR
102947,3,P0364,4,34.0,136.0,EUR
102948,1,P0134,1,19.0,19.0,EUR
102948,2,P0226,7,19.0,133.0,EUR
102948,3,P0518,1,44.0,44.0,EUR
102949,1,P0186,5,39.0,195.0,EUR
102950,1,P0476,4,44.0,176.0,EUR
102950,2,P0573,7,39.0,273.0,EUR
102950,3,P0189,1,20.9,20.9,USD
102951,1,P0123,5,20.9,104.5,USD
102951,2,P0402,3,49.0,147.0,EUR
102951,3,P0186,1,42.9,42.9,USD
102952,1,P0487,10,34.0,340.0,EUR
102952,2,P0475,9,39.0,351.0,EUR
102952,3,P0585,10,44.0,440.0,EUR
102952,4,P0118,2,21.0,42.0,EUR
102953,1,P0520,9,39.0,351.0,EUR
102953,2,P0206,4,26.4,105.6,USD
102954,1,P0271,4,15.4,61.6,USD
102954,2,P0496,4,44.0,176.0,EUR
102955,1,P0464,2,39.0,78.0,EUR
102955,2,P0477,3,34.0,102.0,EUR
102955,3,P0221,9,37.4,336.6,USD
102955,4,P0256,5,34.0,170.0,EUR
102955,5,P0600,5,44.0,220.0,EUR
102956,1,P0600,8,44.0,352.0,EUR
102956,2,P0618,1,34.0,34.0,EUR
102956,3,P0527,5,39.0,195.0,EUR
102956,4,P0408,3,109.0,327.0,EUR
102956,5,P0104,5,438.9,2194.5,USD
102957,1,P0088,3,649.0,1947.0,EUR
102957,2,P0487,3,34.0,102.0,EUR
102957,3,P0024,4,1179.0,4716.0,EUR
102957,4,P0212,2,20.9,41.8,USD
102958,1,P0026,2,1169.0,2338.0,EUR
102958,2,P0437,2,91.3,182.6,USD
102958,3,P0221,8,34.0,272.0,EUR
102959,1,P0364,2,34.0,68.0,EUR
102959,2,P0415,5,39.0,195.0,EUR
102960,1,P0184,6,24.0,144.0,EUR
102960,2,P0572,7,39.0,273.0,EUR
102961,1,P0491,6,39.0,234.0,EUR
102962,1,P0300,9,17.6,158.4,USD
102962,2,P0616,1,34.0,34.0,EUR
102962,3,P0097,10,249.0,2490.0,EUR
102962,4,P0304,10,19.0,190.0,EUR
102963,1,P0615,9,31.9,287.1,USD
102964,1,P0454,8,62.0,496.0,EUR
102964,2,P0402,7,53.9,377.3,USD
102965,1,P0428,2,24.2,48.4,USD
102965,2,P0307,3,34.0,102.0,EUR
102966,1,P0328,2,12.0,24.0,EUR
102966,2,P0211,10,20.9,209.0,USD
102966,3,P0229,7,16.0,112.0,EUR
102967,1,P0157,7,24.0,168.0,EUR
102968,1,P0457,6,98.0,588.0,EUR
102968,2,P0301,7,34.0,238.0,EUR
102968,3,P0590,8,34.0,272.0,EUR
102968,4,P0614,7,39.0,273.0,EUR
102969,1,P0388,3,34.0,102.0,EUR
102969,2,P0221,3,34.0,102.0,EUR
102969,3,P0491,2,39.0,78.0,EUR
102969,4,P0141,5,24.0,120.0,EUR
102970,1,P0177,4,31.9,127.6,USD
102970,2,P0089,4,769.0,3076.0,EUR
102970,3,P0031,6,449.0,2694.0,EUR
102970,4,P0181,3,29.0,87.0,EUR
102971,1,P0462,1,29.0,29.0,EUR
102971,2,P0243,9,14.0,126.0,EUR
102971,3,P0480,6,29.0,174.0,EUR
102971,4,P0049,9,799.0,7191.0,EUR
102972,1,P0093,7,509.0,3563.0,EUR
102973,1,P0253,5,39.0,195.0,EUR
102973,2,P0039,8,1296.9,10375.2,USD
102973,3,P0220,3,24.0,72.0,EUR
102973,4,P0443,10,93.0,930.0,EUR
102973,5,P0323,9,34.0,306.0,EUR
102974,1,P0151,3,37.4,112.2,USD
102975,1,P0619,9,42.9,386.1,USD
102975,2,P0234,6,34.0,204.0,EUR
102975,3,P0558,3,37.4,112.2,USD
102975,4,P0138,10,29.0,290.0,EUR
102975,5,P0051,1,1079.0,1079.0,EUR
102976,1,P0294,2,42.9,85.8,USD
102977,1,P0162,6,34.0,204.0,EUR
102977,2,P0550,10,48.4,484.0,USD
102977,3,P0504,7,39.0,273.0,EUR
102978,1,P0417,2,49.0,98.0,EUR
102978,2,P0094,1,279.0,279.0,EUR
102978,3,P0479,9,34.0,306.0,EUR
102979,1,P0377,6,39.0,234.0,EUR
102979,2,P0552,2,42.9,85.8,USD
102979,3,P0420,7,39.0,273.0,EUR
102979,4,P0340,10,37.4,374.0,USD
102979,5,P0467,10,37.4,374.0,USD
102980,1,P0136,9,19.0,171.0,EUR
102981,1,P0539,1,39.0,39.0,EUR
102981,2,P0114,1,39.0,39.0,EUR
102982,1,P0245,9,20.9,188.1,USD
102982,2,P0309,3,19.0,57.0,EUR
102982,3,P0488,9,31.9,287.1,USD
102983,1,P0432,3,13.0,39.0,EUR
102983,2,P0269,8,24.0,192.0,EUR
102983,3,P0204,1,29.0,29.0,EUR
102983,4,P0370,10,21.0,210.0,EUR
102983,5,P0385,9,19.0,171.0,EUR
102984,1,P0309,6,19.0,114.0,EUR
102984,2,P0298,1,19.0,19.0,EUR
102984,3,P0123,1,20.9,20.9,USD
102984,4,P0001,8,949.0,7592.0,EUR
102985,1,P0392,10,42.9,429.0,USD
102985,2,P0522,5,29.0,145.0,EUR
102985,3,P0455,9,82.5,742.5,USD
102986,1,P0192,3,39.0,117.0,EUR
102986,2,P0295,4,37.4,149.6,USD
102986,3,P0024,3,1179.0,3537.0,EUR
102986,4,P0332,2,39.0,78.0,EUR
102986,5,P0060,4,1179.0,4716.0,EUR
102987,1,P0116,10,26.4,264.0,USD
102987,2,P0032,1,625.9,625.9,USD
102987,3,P0037,1,988.9,988.9,USD
102988,1,P0578,2,37.4,74.8,USD
102988,2,P0256,4,37.4,149.6,USD
102989,1,P0489,3,39.0,117.0,EUR
102989,2,P0019,3,549.0,1647.0,EUR
102990,1,P0185,9,39.0,351.0,EUR
102991,1,P0468,9,44.0,396.0,EUR
102991,2,P0029,8,1419.0,11352.0,EUR
102992,1,P0313,1,12.0,12.0,EUR
102993,1,P0410,1,29.0,29.0,EUR
102993,2,P0304,2,19.0,38.0,EUR
102993,3,P0068,4,845.9,3383.6,USD
102993,4,P0265,3,39.0,117.0,EUR
102994,1,P0056,10,460.9,4609.0,USD
102994,2,P0089,1,769.0,769.0,EUR
102994,3,P0439,10,23.0,230.0,EUR
102994,4,P0438,2,10.0,20.0,EUR
102994,5,P0574,2,42.9,85.8,USD
102995,1,P0438,10,10.0,100.0,EUR
102995,2,P0505,1,34.0,34.0,EUR
102995,3,P0366,6,24.0,144.0,EUR
102995,4,P0007,1,1199.0,1199.0,EUR
102996,1,P0020,9,669.0,6021.0,EUR
102996,2,P0551,9,34.0,306.0,EUR
102997,1,P0512,7,34.0,238.0,EUR
102997,2,P0320,8,24.0,192.0,EUR
102997,3,P0485,7,34.0,238.0,EUR
102997,4,P0520,7,42.9,300.3,USD
102997,5,P0071,9,819.0,7371.0,EUR
102998,1,P0428,3,24.2,72.6,USD
102998,2,P0229,5,16.0,80.0,EUR
102999,1,P0625,4,29.0,116.0,EUR
102999,2,P0070,6,699.0,4194.0,EUR
102999,3,P0538,3,44.0,132.0,EUR
102999,4,P0148,9,24.0,216.0,EUR
102999,5,P0432,8,13.0,104.0,EUR
103000,1,P0596,2,39.0,78.0,EUR
103000,2,P0249,3,34.0,102.0,EUR
103001,1,P0129,5,20.9,104.5,USD
103001,2,P0390,1,39.0,39.0,EUR
103002,1,P0119,6,37.4,224.4,USD
103002,2,P0501,5,44.0,220.0,EUR
103002,3,P0393,10,34.0,340.0,EUR
103002,4,P0226,1,20.9,20.9,USD
103003,1,P0481,8,44.0,352.0,EUR
103003,2,P0465,10,44.0,440.0,EUR
103003,3,P0302,2,42.9,85.8,USD
103003,4,P0021,4,829.0,3316.0,EUR
103003,5,P0159,9,21.0,189.0,EUR
103004,1,P0357,6,39.0,234.0,EUR
103005,1,P0004,4,1099.0,4396.0,EUR
103005,2,P0199,10,39.0,390.0,EUR
103005,3,P0116,2,24.0,48.0,EUR
103005,4,P0443,5,93.0,465.0,EUR
103006,1,P0610,1,34.0,34.0,EUR
103006,2,P0330,2,29.0,58.0,EUR
103006,3,P0429,2,43.0,86.0,EUR
103006,4,P0486,6,48.4,290.4,USD
103006,5,P0067,3,649.0,1947.0,EUR
103007,1,P0171,7,29.0,203.0,EUR
103007,2,P0576,9,39.0,351.0,EUR
103007,3,P0153,6,24.0,144.0,EUR
103008,1,P0168,8,19.0,152.0,EUR
103008,2,P0487,6,37.4,224.4,USD
103008,3,P0308,2,24.0,48.0,EUR
103009,1,P0518,3,44.0,132.0,EUR
103009,2,P0593,8,39.0,312.0,EUR
103009,3,P0474,2,44.0,88.0,EUR
103009,4,P0146,4,14.0,56.0,EUR
103010,1,P0297,8,29.0,232.0,EUR
103010,2,P0051,7,1079.0,7553.0,EUR
103011,1,P0411,8,21.0,168.0,EUR
103012,1,P0541,5,39.0,195.0,EUR
103012,2,P0159,3,23.1,69.3,USD
103012,3,P0422,4,129.0,516.0,EUR
103013,1,P0246,10,34.0,340.0,EUR
103013,2,P0365,2,34.0,68.0,EUR
103013,3,P0532,7,37.4,261.8,USD
103013,4,P0509,8,34.0,272.0,EUR
103014,1,P0196,4,26.4,105.6,USD
103014,2,P0593,10,39.0,390.0,EUR
103014,3,P0545,5,29.0,145.0,EUR
103015,1,P0337,6,19.0,114.0,EUR
103015,2,P0303,4,34.0,136.0,EUR
103015,3,P0419,7,130.9,916.3,USD
103015,4,P0248,9,39.0,351.0,EUR
103016,1,P0542,4,29.0,116.0,EUR
103016,2,P0224,2,31.9,63.8,USD
103017,1,P0013,10,799.0,7990.0,EUR
103018,1,P0065,7,519.0,3633.0,EUR
103018,2,P0277,10,42.9,429.0,USD
103018,3,P0165,2,19.0,38.0,EUR
103018,4,P0069,3,929.0,2787.0,EUR
103018,5,P0176,1,19.0,19.0,EUR
103019,1,P0620,9,37.4,336.6,USD
103019,2,P0257,8,21.0,168.0,EUR
103020,1,P0609,2,34.0,68.0,EUR
103020,2,P0554,8,48.4,387.2,USD
103021,1,P0470,3,39.0,117.0,EUR
103021,2,P0310,10,31.9,319.0,USD
103021,3,P0025,4,1153.9,4615.6,USD
103021,4,P0277,8,39.0,312.0,EUR
103022,1,P0081,1,729.0,729.0,EUR
103022,2,P0558,1,34.0,34.0,EUR
103022,3,P0405,1,49.0,49.0,EUR
103022,4,P0059,10,1120.9,11209.0,USD
103022,5,P0469,2,34.0,68.0,EUR
103023,1,P0314,1,16.0,16.0,EUR
103023,2,P0332,10,39.0,390.0,EUR
103023,3,P0445,7,25.0,175.0,EUR
103023,4,P0464,9,39.0,351.0,EUR
103023,5,P0299,5,12.0,60.0,EUR
103024,1,P0109,5,34.0,170.0,EUR
103024,2,P0206,9,24.0,216.0,EUR
103025,1,P0608,4,29.0,116.0,EUR
103025,2,P0119,5,34.0,170.0,EUR
103025,3,P0613,6,42.9,257.4,USD
103025,4,P0618,4,34.0,136.0,EUR
103025,5,P0065,3,570.9,1712.7,USD
103026,1,P0096,1,579.0,579.0,EUR
103026,2,P0306,4,42.9,171.6,USD
103026,3,P0007,8,1318.9,10551.2,USD
103027,1,P0054,10,679.0,6790.0,EUR
103027,2,P0208,5,20.9,104.5,USD
103027,3,P0600,3,48.4,145.2,USD
103027,4,P0547,10,39.0,390.0,EUR
103028,1,P0303,6,34.0,204.0,EUR
103028,2,P0056,5,419.0,2095.0,EUR
103028,3,P0173,9,13.2,118.8,USD
103028,4,P0288,8,24.0,192.0,EUR
103028,5,P0104,2,438.9,877.8,USD
103029,1,P0580,7,34.0,238.0,EUR
103030,1,P0403,7,25.0,175.0,EUR
103030,2,P0568,4,39.0,156.0,EUR
103031,1,P0317,5,24.0,120.0,EUR
103031,2,P0277,10,39.0,390.0,EUR
103031,3,P0276,1,20.9,20.9,USD
103031,4,P0430,6,31.0,186.0,EUR
103031,5,P0544,3,44.0,132.0,EUR
103032,1,P0282,4,34.0,136.0,EUR
103032,2,P0117,2,19.8,39.6,USD
103033,1,P0219,4,24.0,96.0,EUR
103033,2,P0208,6,19.0,114.0,EUR
103033,3,P0449,10,77.0,770.0,USD
103033,4,P0110,1,20.9,20.9,USD
103034,1,P0265,2,39.0,78.0,EUR
103034,2,P0078,10,1579.0,15790.0,EUR
103034,3,P0065,1,519.0,519.0,EUR
103034,4,P0129,9,19.0,171.0,EUR
103035,1,P0097,1,249.0,249.0,EUR
103035,2,P0183,6,42.9,257.4,USD
103035,3,P0224,3,31.9,95.7,USD
103035,4,P0168,10,19.0,190.0,EUR
103035,5,P0141,7,24.0,168.0,EUR
103036,1,P0402,2,49.0,98.0,EUR
103037,1,P0557,10,39.0,390.0,EUR
103037,2,P0429,6,43.0,258.0,EUR
103038,1,P0494,1,39.0,39.0,EUR
103038,2,P0035,4,548.9,2195.6,USD
103039,1,P0176,1,19.0,19.0,EUR
103039,2,P0072,3,979.0,2937.0,EUR
103040,1,P0458,5,94.6,473.0,USD
103040,2,P0419,5,119.0,595.0,EUR
103040,3,P0228,4,34.0,136.0,EUR
103041,1,P0134,9,19.0,171.0,EUR
103041,2,P0424,4,45.0,180.0,EUR
103042,1,P0061,10,499.0,4990.0,EUR
103042,2,P0618,3,37.4,112.2,USD
103042,3,P0300,4,17.6,70.4,USD
103043,1,P0081,1,801.9,801.9,USD
103043,2,P0377,5,39.0,195.0,EUR
103043,3,P0039,10,1296.9,12969.0,USD
103043,4,P0574,9,39.0,351.0,EUR
103043,5,P0607,5,39.0,195.0,EUR
103044,1,P0467,4,34.0,136.0,EUR
103044,2,P0154,10,34.0,340.0,EUR
103044,3,P0262,10,19.0,190.0,EUR
103044,4,P0292,1,42.9,42.9,USD
103045,1,P0046,7,699.0,4893.0,EUR
103045,2,P0326,5,24.0,120.0,EUR
103046,1,P0123,5,19.0,95.0,EUR
103047,1,P0331,2,19.0,38.0,EUR
103048,1,P0591,1,44.0,44.0,EUR
103048,2,P0251,5,20.9,104.5,USD
103048,3,P0166,6,20.9,125.4,USD
103048,4,P0379,4,37.4,149.6,USD
103049,1,P0626,10,29.0,290.0,EUR
103049,2,P0413,8,75.9,607.2,USD
103049,3,P0543,10,44.0,440.0,EUR
103049,4,P0427,4,26.0,104.0,EUR
103050,1,P0299,5,12.0,60.0,EUR
103050,2,P0117,2,18.0,36.0,EUR
103050,3,P0017,6,1119.0,6714.0,EUR
103050,4,P0042,1,1379.0,1379.0,EUR
103050,5,P0358,9,39.0,351.0,EUR
103051,1,P0156,3,29.0,87.0,EUR
103051,2,P0318,2,29.0,58.0,EUR
103051,3,P0574,6,39.0,234.0,EUR
103052,1,P0396,8,29.0,232.0,EUR
103052,2,P0074,10,369.0,3690.0,EUR
103052,3,P0199,1,39.0,39.0,EUR
103052,4,P0526,9,29.0,261.0,EUR
103052,5,P0095,10,218.9,2189.0,USD
103053,1,P0134,3,20.9,62.7,USD
103054,1,P0365,5,37.4,187.0,USD
103054,2,P0490,6,44.0,264.0,EUR
103054,3,P0528,10,44.0,440.0,EUR
103054,4,P0379,4,34.0,136.0,EUR
103055,1,P0168,10,20.9,209.0,USD
103055,2,P0317,3,24.0,72.0,EUR
103055,3,P0216,4,23.1,92.4,USD
103055,4,P0079,7,449.0,3143.0,EUR
103056,1,P0562,2,34.0,68.0,EUR
103056,2,P0413,8,69.0,552.0,EUR
103056,3,P0223,7,34.0,238.0,EUR
103056,4,P0376,8,42.9,343.2,USD
103056,5,P0528,9,44.0,396.0,EUR
103057,1,P0319,1,34.0,34.0,EUR
103057,2,P0172,6,39.0,234.0,EUR
103058,1,P0338,10,29.0,290.0,EUR
103058,2,P0282,4,34.0,136.0,EUR
103059,1,P0128,1,34.0,34.0,EUR
103060,1,P0587,3,29.0,87.0,EUR
103060,2,P0039,4,1179.0,4716.0,EUR
103060,3,P0350,9,29.0,261.0,EUR
103060,4,P0032,8,569.0,4552.0,EUR
103061,1,P0467,6,37.4,224.4,USD
103061,2,P0220,3,24.0,72.0,EUR
103061,3,P0013,9,878.9,7910.1,USD
103061,4,P0212,9,19.0,171.0,EUR
103061,5,P0022,10,899.0,8990.0,EUR
103062,1,P0027,4,1329.0,5316.0,EUR
103062,2,P0081,6,801.9,4811.4,USD
103063,1,P0016,2,999.0,1998.0,EUR
103063,2,P0238,2,39.0,78.0,EUR
103064,1,P0187,3,12.0,36.0,EUR
103065,1,P0083,2,1230.9,2461.8,USD
103065,2,P0594,9,39.0,351.0,EUR
103065,3,P0169,8,34.0,272.0,EUR
103065,4,P0214,8,29.0,232.0,EUR
103066,1,P0024,8,1296.9,10375.2,USD
103067,1,P0169,4,34.0,136.0,EUR
103067,2,P0440,9,18.0,162.0,EUR
103067,3,P0379,10,37.4,374.0,USD
103067,4,P0093,2,509.0,1018.0,EUR
103068,1,P0104,9,399.0,3591.0,EUR
103068,2,P0329,1,31.9,31.9,USD
103068,3,P0067,10,713.9,7139.0,USD
103069,1,P0624,1,39.0,39.0,EUR
103069,2,P0168,7,19.0,133.0,EUR
103069,3,P0307,7,34.0,238.0,EUR
103069,4,P0182,3,42.9,128.7,USD
103070,1,P0030,1,1579.0,1579.0,EUR
103070,2,P0075,2,529.0,1058.0,EUR
103070,3,P0292,6,39.0,234.0,EUR
103070,4,P0543,8,48.4,387.2,USD
103071,1,P0267,7,37.4,261.8,USD
103071,2,P0226,6,19.0,114.0,EUR
103071,3,P0503,5,31.9,159.5,USD
103071,4,P0046,6,699.0,4194.0,EUR
103072,1,P0006,6,1379.0,8274.0,EUR
103072,2,P0587,2,29.0,58.0,EUR
103072,3,P0002,5,1175.9,5879.5,USD
103073,1,P0456,9,73.0,657.0,EUR
103073,2,P0123,1,19.0,19.0,EUR
103073,3,P0016,10,1098.9,10989.0,USD
103074,1,P0182,1,42.9,42.9,USD
103074,2,P0006,1,1379.0,1379.0,EUR
103075,1,P0227,4,20.9,83.6,USD
103076,1,P0021,6,829.0,4974.0,EUR
103076,2,P0133,2,20.9,41.8,USD
103076,3,P0319,9,34.0,306.0,EUR
103076,4,P0383,7,18.0,126.0,EUR
103077,1,P0508,10,31.9,319.0,USD
103077,2,P0489,3,39.0,117.0,EUR
103078,1,P0152,4,29.0,116.0,EUR
103079,1,P0439,6,25.3,151.8,USD
103080,1,P0337,10,19.0,190.0,EUR
103080,2,P0597,10,44.0,440.0,EUR
103080,3,P0212,5,19.0,95.0,EUR
103081,1,P0542,2,29.0,58.0,EUR
103081,2,P0614,4,39.0,156.0,EUR
103081,3,P0401,4,29.0,116.0,EUR
103082,1,P0438,8,10.0,80.0,EUR
103082,2,P0563,9,44.0,396.0,EUR
103082,3,P0516,3,29.0,87.0,EUR
103083,1,P0218,1,39.0,39.0,EUR
103083,2,P0041,2,1219.0,2438.0,EUR
103083,3,P0483,1,31.9,31.9,USD
103084,1,P0431,7,103.4,723.8,USD
103085,1,P0573,2,39.0,78.0,EUR
103085,2,P0169,9,37.4,336.6,USD
103086,1,P0275,6,20.9,125.4,USD
103086,2,P0169,6,37.4,224.4,USD
103086,3,P0120,1,31.9,31.9,USD
103087,1,P0295,1,34.0,34.0,EUR
103087,2,P0052,6,399.0,2394.0,EUR
103088,1,P0433,8,28.6,228.8,USD
103088,2,P0290,1,31.9,31.9,USD
103089,1,P0193,5,20.9,104.5,USD
103089,2,P0329,9,29.0,261.0,EUR
103090,1,P0126,9,29.0,261.0,EUR
103090,2,P0364,3,34.0,102.0,EUR
103090,3,P0304,2,19.0,38.0,EUR
103091,1,P0523,3,34.0,102.0,EUR
103091,2,P0405,3,49.0,147.0,EUR
103091,3,P0382,6,19.0,114.0,EUR
103092,1,P0610,10,34.0,340.0,EUR
103092,2,P0523,4,34.0,136.0,EUR
103092,3,P0555,10,48.4,484.0,USD
103092,4,P0516,2,31.9,63.8,USD
103093,1,P0348,6,20.9,125.4,USD
103094,1,P0004,3,1208.9,3626.7,USD
103094,2,P0188,8,21.0,168.0,EUR
103095,1,P0050,4,919.0,3676.0,EUR
103095,2,P0011,3,1519.0,4557.0,EUR
103095,3,P0312,1,24.0,24.0,EUR
103095,4,P0405,1,53.9,53.9,USD
103096,1,P0416,2,79.0,158.0,EUR
103096,2,P0321,8,34.0,272.0,EUR
103096,3,P0539,7,42.9,300.3,USD
103096,4,P0401,5,31.9,159.5,USD
103097,1,P0461,7,44.0,308.0,EUR
103097,2,P0221,1,37.4,37.4,USD
103098,1,P0287,8,20.9,167.2,USD
103098,2,P0587,2,29.0,58.0,EUR
103098,3,P0146,4,14.0,56.0,EUR
103098,4,P0017,6,1119.0,6714.0,EUR
103099,1,P0272,4,17.6,70.4,USD
103099,2,P0153,9,24.0,216.0,EUR
103100,1,P0121,5,29.0,145.0,EUR
103101,1,P0092,4,349.0,1396.0,EUR
103101,2,P0023,9,1019.0,9171.0,EUR
103102,1,P0343,5,29.0,145.0,EUR
103102,2,P0152,10,29.0,290.0,EUR
103103,1,P0111,3,24.0,72.0,EUR
103103,2,P0457,10,98.0,980.0,EUR
103103,3,P0222,9,34.0,306.0,EUR
103103,4,P0448,2,42.0,84.0,EUR
103104,1,P0428,6,22.0,132.0,EUR
103104,2,P0310,2,29.0,58.0,EUR
103104,3,P0410,5,29.0,145.0,EUR
103104,4,P0239,2,19.0,38.0,EUR
103105,1,P0404,9,75.9,683.1,USD
103105,2,P0286,5,21.0,105.0,EUR
103106,1,P0062,2,619.0,1238.0,EUR
103106,2,P0392,8,39.0,312.0,EUR
103106,3,P0101,10,99.0,990.0,EUR
103106,4,P0158,7,24.0,168.0,EUR
103106,5,P0150,4,29.0,116.0,EUR
103107,1,P0211,10,19.0,190.0,EUR
103107,2,P0331,3,19.0,57.0,EUR
103107,3,P0486,9,44.0,396.0,EUR
103107,4,P0233,8,26.4,211.2,USD
103107,5,P0100,2,419.0,838.0,EUR
103108,1,P0488,2,29.0,58.0,EUR
103108,2,P0048,6,1076.9,6461.4,USD
103108,3,P0039,2,1296.9,2593.8,USD
103109,1,P0294,5,42.9,214.5,USD
103109,2,P0500,3,29.0,87.0,EUR
103109,3,P0069,10,929.0,9290.0,EUR
103110,1,P0521,5,34.0,170.0,EUR
103110,2,P0300,1,16.0,16.0,EUR
103111,1,P0085,10,658.9,6589.0,USD
103111,2,P0556,4,42.9,171.6,USD
103111,3,P0020,5,669.0,3345.0,EUR
103112,1,P0549,2,34.0,68.0,EUR
103112,2,P0115,9,37.4,336.6,USD
103112,3,P0496,6,44.0,264.0,EUR
103112,4,P0586,8,44.0,352.0,EUR
103113,1,P0536,3,29.0,87.0,EUR
103114,1,P0074,6,369.0,2214.0,EUR
103114,2,P0377,4,39.0,156.0,EUR
103114,3,P0438,10,10.0,100.0,EUR
103115,1,P0205,5,34.0,170.0,EUR
103115,2,P0025,3,1049.0,3147.0,EUR
103116,1,P0596,10,39.0,390.0,EUR
103116,2,P0500,7,29.0,203.0,EUR
103116,3,P0122,7,20.9,146.3,USD
103117,1,P0121,5,31.9,159.5,USD
103117,2,P0558,2,34.0,68.0,EUR
103117,3,P0120,3,29.0,87.0,EUR
103118,1,P0137,6,34.0,204.0,EUR
103119,1,P0560,3,39.0,117.0,EUR
103119,2,P0024,1,1296.9,1296.9,USD
103119,3,P0394,6,34.0,204.0,EUR
103120,1,P0180,1,39.0,39.0,EUR
103120,2,P0460,1,44.0,44.0,EUR
103120,3,P0234,3,34.0,102.0,EUR
103120,4,P0208,10,19.0,190.0,EUR
103120,5,P0001,5,949.0,4745.0,EUR
103121,1,P0063,6,779.0,4674.0,EUR
103121,2,P0087,1,879.0,879.0,EUR
103121,3,P0109,8,37.4,299.2,USD
103121,4,P0001,9,949.0,8541.0,EUR
103122,1,P0319,7,34.0,238.0,EUR
103122,2,P0354,7,42.9,300.3,USD
103122,3,P0321,4,37.4,149.6,USD
103122,4,P0083,10,1119.0,11190.0,EUR
103122,5,P0382,7,20.9,146.3,USD
103123,1,P0016,6,999.0,5994.0,EUR
103123,2,P0615,6,31.9,191.4,USD
103123,3,P0377,2,39.0,78.0,EUR
103123,4,P0002,7,1069.0,7483.0,EUR
103124,1,P0499,4,39.0,156.0,EUR
103124,2,P0579,2,29.0,58.0,EUR
103125,1,P0102,9,149.0,1341.0,EUR
103125,2,P0100,4,419.0,1676.0,EUR
103126,1,P0609,8,34.0,272.0,EUR
103126,2,P0439,1,25.3,25.3,USD
103126,3,P0490,9,48.4,435.6,USD
103126,4,P0488,6,29.0,174.0,EUR
103127,1,P0486,7,44.0,308.0,EUR
103127,2,P0535,9,31.9,287.1,USD
103128,1,P0513,6,34.0,204.0,EUR
103128,2,P0100,7,419.0,2933.0,EUR
103128,3,P0463,2,39.0,78.0,EUR
103128,4,P0149,5,29.0,145.0,EUR
103129,1,P0181,8,29.0,232.0,EUR
103129,2,P0213,9,20.9,188.1,USD
103129,3,P0175,1,29.0,29.0,EUR
103129,4,P0168,6,20.9,125.4,USD
103129,5,P0546,5,44.0,220.0,EUR
103130,1,P0048,9,979.0,8811.0,EUR
103130,2,P0309,3,19.0,57.0,EUR
103131,1,P0519,7,42.9,300.3,USD
103132,1,P0497,4,42.9,171.6,USD
103132,2,P0094,6,306.9,1841.4,USD
103133,1,P0510,3,37.4,112.2,USD
